lake,sampling_timestamp,sample_timestamp,measurement_value,measurement_value_raw,site_name,station_name,depth,value_sign,unit_symbol,method,laboratory,sampling_number,sample_number,rdl,sample_location,sample_type,aluminum_dissolved,aluminum_total_recoverable,calcium_dissolved,calcium_total,copper_dissolved,copper_total_recoverable,lead_dissolved,lead_total_recoverable,nickel_dissolved,nickel_total_recoverable,nitrogen_total,oxygen_biochemical_demand,ph,phosphorus_total_dissolved,phosphorus_total,turbidity,vanadium_dissolved,vanadium_total_recoverable
gregoire,2017-03-15 12:00:00,2017-03-15 11:00:00,0.149,0.149,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,'---,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),111901,,3E-06,'---,,,,,,,,,0.149,,,,,,,,,,
gregoire,2014-07-10 12:00:00,2014-07-10 11:00:00,0.92,0.92,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,'---,µg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),107356,,6E-06,'---,,,,,,,,,,0.92,,,,,,,,,
gregoire,2014-09-07 12:00:00,2014-09-07 11:00:00,0.755,0.755,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,'---,µg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),107362,,6E-06,'---,,,,,,,,,,0.755,,,,,,,,,
gregoire,2015-03-02 12:00:00,2015-03-02 12:00:00,0.648,0.648,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,'---,µg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),107359,,6E-06,'---,,,,,,,,,,0.648,,,,,,,,,
gregoire,2016-03-10 12:00:00,2016-03-10 12:00:00,0.598,0.598,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,'---,µg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),112660,,6E-06,'---,,,,,,,,,,0.598,,,,,,,,,
gregoire,2016-07-20 12:00:00,2016-07-20 11:00:00,1.39,1.39,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,'---,µg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),112405,,6E-06,'---,,,,,,,,,,1.39,,,,,,,,,
gregoire,2016-09-21 12:00:00,2016-09-21 11:00:00,1.2,1.2,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,'---,µg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),112207,,6E-06,'---,,,,,,,,,,1.2,,,,,,,,,
gregoire,2017-03-15 12:00:00,2017-03-15 11:00:00,1.32,1.32,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,'---,µg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),111901,,6E-06,'---,,,,,,,,,,1.32,,,,,,,,,
gregoire,2014-07-10 12:00:00,2014-07-10 11:00:00,1.48,1.48,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,'---,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),107356,,8E-06,'---,,,,,,,,,,,1.48,,,,,,,,
gregoire,2014-09-07 12:00:00,2014-09-07 11:00:00,2.65,2.65,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,'---,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),107362,,8E-06,'---,,,,,,,,,,,2.65,,,,,,,,
gregoire,2015-03-02 12:00:00,2015-03-02 12:00:00,0.805,0.805,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,'---,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),107359,,8E-06,'---,,,,,,,,,,,0.805,,,,,,,,
gregoire,2016-03-10 12:00:00,2016-03-10 12:00:00,0.605,0.605,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,'---,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),112660,,8E-06,'---,,,,,,,,,,,0.605,,,,,,,,
gregoire,2016-07-20 12:00:00,2016-07-20 11:00:00,1.86,1.86,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,'---,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),112405,,8E-06,'---,,,,,,,,,,,1.86,,,,,,,,
gregoire,2016-09-21 12:00:00,2016-09-21 11:00:00,1.92,1.92,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,'---,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),112207,,8E-06,'---,,,,,,,,,,,1.92,,,,,,,,
gregoire,2017-03-15 12:00:00,2017-03-15 11:00:00,1.81,1.81,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,'---,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),111901,,8E-06,'---,,,,,,,,,,,1.81,,,,,,,,
gregoire,2014-05-08 12:00:00,2014-05-08 11:00:00,1.0,1.0,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,'---,mg/l,301,"ALS (FORMERLY ENVIRO-TEST) LABORATORIES, EDMONTON, ALBERTA",106707,,,'---,,,,,,,,,,,,1.0,,,,,,,
gregoire,2014-07-10 12:00:00,2014-07-10 11:00:00,0.604,0.604,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,'---,mg/l,301,"ALS (FORMERLY ENVIRO-TEST) LABORATORIES, EDMONTON, ALBERTA",107356,,,'---,,,,,,,,,,,,0.604,,,,,,,
gregoire,2014-09-07 12:00:00,2014-09-07 11:00:00,0.474,0.474,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,'---,mg/l,301,"ALS (FORMERLY ENVIRO-TEST) LABORATORIES, EDMONTON, ALBERTA",107362,,,'---,,,,,,,,,,,,0.474,,,,,,,
gregoire,2015-03-02 12:00:00,2015-03-02 12:00:00,0.634,0.634,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,'---,mg/l,301,"ALS (FORMERLY ENVIRO-TEST) LABORATORIES, EDMONTON, ALBERTA",107359,,,'---,,,,,,,,,,,,0.634,,,,,,,
gregoire,2016-03-10 12:00:00,2016-03-10 12:00:00,1.2,1.2,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,'---,mg/l,301,"MAXXAM (CHEMEX) LABS ALBERTA INC., CALGARY, ALBERTA.",112660,,0.055,'---,,,,,,,,,,,,1.2,,,,,,,
gregoire,2016-07-20 12:00:00,2016-07-20 11:00:00,0.79,0.79,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,'---,mg/l,301,"MAXXAM (CHEMEX) LABS ALBERTA INC., CALGARY, ALBERTA.",112405,,0.055,'---,,,,,,,,,,,,0.79,,,,,,,
gregoire,2016-09-21 12:00:00,2016-09-21 11:00:00,0.79,0.79,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,'---,mg/l,301,"MAXXAM (CHEMEX) LABS ALBERTA INC., CALGARY, ALBERTA.",112207,,0.055,'---,,,,,,,,,,,,0.79,,,,,,,
gregoire,2017-03-15 12:00:00,2017-03-15 11:00:00,0.89,0.89,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,'---,mg/l,301,"MAXXAM (CHEMEX) LABS ALBERTA INC., CALGARY, ALBERTA.",111901,,0.055,'---,,,,,,,,,,,,0.89,,,,,,,
gregoire,2014-05-08 12:00:00,2014-05-08 11:00:00,1.0,2.0,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,<,mg/l,331,"ALS (FORMERLY ENVIRO-TEST) LABORATORIES, EDMONTON, ALBERTA",106707,,2.0,'---,,,,,,,,,,,,,2.0,,,,,,
gregoire,2014-07-10 12:00:00,2014-07-10 11:00:00,1.0,2.0,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,<,mg/l,331,"ALS (FORMERLY ENVIRO-TEST) LABORATORIES, EDMONTON, ALBERTA",107356,,2.0,'---,,,,,,,,,,,,,2.0,,,,,,
gregoire,2014-09-07 12:00:00,2014-09-07 11:00:00,1.0,2.0,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,<,mg/l,331,"ALS (FORMERLY ENVIRO-TEST) LABORATORIES, EDMONTON, ALBERTA",107362,,2.0,'---,,,,,,,,,,,,,2.0,,,,,,
gregoire,2015-03-02 12:00:00,2015-03-02 12:00:00,1.0,2.0,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,<,mg/l,331,"ALS (FORMERLY ENVIRO-TEST) LABORATORIES, EDMONTON, ALBERTA",107359,,2.0,'---,,,,,,,,,,,,,2.0,,,,,,
gregoire,2016-03-10 12:00:00,2016-03-10 12:00:00,1.0,2.0,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,<,mg/l,331,"MAXXAM (CHEMEX) LABS ALBERTA INC., CALGARY, ALBERTA.",112660,,2.0,'---,,,,,,,,,,,,,2.0,,,,,,
gregoire,2014-05-08 12:00:00,2014-05-08 11:00:00,7.75,7.75,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,'---,'---,389,"ALS (FORMERLY ENVIRO-TEST) LABORATORIES, EDMONTON, ALBERTA",106707,,0.1,'---,,,,,,,,,,,,,,7.75,,,,,
gregoire,2014-07-10 12:00:00,2014-07-10 11:00:00,7.84,7.84,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,'---,'---,389,"ALS (FORMERLY ENVIRO-TEST) LABORATORIES, EDMONTON, ALBERTA",107356,,0.1,'---,,,,,,,,,,,,,,7.84,,,,,
gregoire,2014-09-07 12:00:00,2014-09-07 11:00:00,8.22,8.22,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,'---,'---,389,"ALS (FORMERLY ENVIRO-TEST) LABORATORIES, EDMONTON, ALBERTA",107362,,0.1,'---,,,,,,,,,,,,,,8.22,,,,,
gregoire,2015-03-02 12:00:00,2015-03-02 12:00:00,7.74,7.74,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,'---,'---,389,"ALS (FORMERLY ENVIRO-TEST) LABORATORIES, EDMONTON, ALBERTA",107359,,0.1,'---,,,,,,,,,,,,,,7.74,,,,,
gregoire,2016-03-10 12:00:00,2016-03-10 12:00:00,7.79,7.79,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,'---,'---,389,"MAXXAM (CHEMEX) LABS ALBERTA INC., CALGARY, ALBERTA.",112660,,,'---,,,,,,,,,,,,,,7.79,,,,,
gregoire,2016-07-20 12:00:00,2016-07-20 11:00:00,8.11,8.11,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,'---,'---,389,"MAXXAM (CHEMEX) LABS ALBERTA INC., CALGARY, ALBERTA.",112405,,,'---,,,,,,,,,,,,,,8.11,,,,,
gregoire,2016-09-21 12:00:00,2016-09-21 11:00:00,8.12,8.12,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,'---,'---,389,"MAXXAM (CHEMEX) LABS ALBERTA INC., CALGARY, ALBERTA.",112207,,,'---,,,,,,,,,,,,,,8.12,,,,,
gregoire,2017-03-15 12:00:00,2017-03-15 11:00:00,7.84,7.84,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,'---,'---,389,"MAXXAM (CHEMEX) LABS ALBERTA INC., CALGARY, ALBERTA.",111901,,,'---,,,,,,,,,,,,,,7.84,,,,,
gregoire,2014-05-08 12:00:00,2014-05-08 11:00:00,0.193,0.193,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,'---,mg/l,567,"ALS (FORMERLY ENVIRO-TEST) LABORATORIES, EDMONTON, ALBERTA",106707,,0.001,'---,,,,,,,,,,,,,,,,0.193,,,
gregoire,2014-07-10 12:00:00,2014-07-10 11:00:00,0.0654,0.0654,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,'---,mg/l,567,"ALS (FORMERLY ENVIRO-TEST) LABORATORIES, EDMONTON, ALBERTA",107356,,0.001,'---,,,,,,,,,,,,,,,,0.0654,,,
gregoire,2014-09-07 12:00:00,2014-09-07 11:00:00,0.0597,0.0597,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,'---,mg/l,567,"ALS (FORMERLY ENVIRO-TEST) LABORATORIES, EDMONTON, ALBERTA",107362,,0.001,'---,,,,,,,,,,,,,,,,0.0597,,,
gregoire,2015-03-02 12:00:00,2015-03-02 12:00:00,0.0381,0.0381,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,'---,mg/l,567,"ALS (FORMERLY ENVIRO-TEST) LABORATORIES, EDMONTON, ALBERTA",107359,,0.001,'---,,,,,,,,,,,,,,,,0.0381,,,
gregoire,2016-03-10 12:00:00,2016-03-10 12:00:00,0.041,0.041,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,'---,mg/l,443,"MAXXAM (CHEMEX) LABS ALBERTA INC., CALGARY, ALBERTA.",112660,,0.003,'---,,,,,,,,,,,,,,,,0.041,,,
gregoire,2016-07-20 12:00:00,2016-07-20 11:00:00,0.062,0.062,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,'---,mg/l,443,"MAXXAM (CHEMEX) LABS ALBERTA INC., CALGARY, ALBERTA.",112405,,0.003,'---,,,,,,,,,,,,,,,,0.062,,,
gregoire,2016-09-21 12:00:00,2016-09-21 11:00:00,0.072,0.072,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,'---,mg/l,443,"MAXXAM (CHEMEX) LABS ALBERTA INC., CALGARY, ALBERTA.",112207,,0.003,'---,,,,,,,,,,,,,,,,0.072,,,
gregoire,2017-03-15 12:00:00,2017-03-15 11:00:00,0.041,0.041,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,'---,mg/l,443,"MAXXAM (CHEMEX) LABS ALBERTA INC., CALGARY, ALBERTA.",111901,,0.003,'---,,,,,,,,,,,,,,,,0.041,,,
gregoire,2014-05-08 12:00:00,2014-05-08 11:00:00,0.0248,0.0248,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,'---,mg/l,567,"ALS (FORMERLY ENVIRO-TEST) LABORATORIES, EDMONTON, ALBERTA",106707,,0.001,'---,,,,,,,,,,,,,,,0.0248,,,,
gregoire,2014-07-10 12:00:00,2014-07-10 11:00:00,0.0351,0.0351,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,'---,mg/l,567,"ALS (FORMERLY ENVIRO-TEST) LABORATORIES, EDMONTON, ALBERTA",107356,,0.001,'---,,,,,,,,,,,,,,,0.0351,,,,
gregoire,2014-09-07 12:00:00,2014-09-07 11:00:00,0.0072,0.0072,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,'---,mg/l,567,"ALS (FORMERLY ENVIRO-TEST) LABORATORIES, EDMONTON, ALBERTA",107362,,0.001,'---,,,,,,,,,,,,,,,0.0072,,,,
gregoire,2015-03-02 12:00:00,2015-03-02 12:00:00,0.0214,0.0214,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,'---,mg/l,567,"ALS (FORMERLY ENVIRO-TEST) LABORATORIES, EDMONTON, ALBERTA",107359,,0.001,'---,,,,,,,,,,,,,,,0.0214,,,,
gregoire,2016-03-10 12:00:00,2016-03-10 12:00:00,0.024,0.024,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,'---,mg/l,443,"MAXXAM (CHEMEX) LABS ALBERTA INC., CALGARY, ALBERTA.",112660,,0.003,'---,,,,,,,,,,,,,,,0.024,,,,
gregoire,2016-07-20 12:00:00,2016-07-20 11:00:00,0.027,0.027,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,'---,mg/l,443,"MAXXAM (CHEMEX) LABS ALBERTA INC., CALGARY, ALBERTA.",112405,,0.003,'---,,,,,,,,,,,,,,,0.027,,,,
gregoire,2016-09-21 12:00:00,2016-09-21 11:00:00,0.022,0.022,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,'---,mg/l,443,"MAXXAM (CHEMEX) LABS ALBERTA INC., CALGARY, ALBERTA.",112207,,0.003,'---,,,,,,,,,,,,,,,0.022,,,,
gregoire,2017-03-15 12:00:00,2017-03-15 11:00:00,0.017,0.017,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,'---,mg/l,443,"MAXXAM (CHEMEX) LABS ALBERTA INC., CALGARY, ALBERTA.",111901,,0.003,'---,,,,,,,,,,,,,,,0.017,,,,
gregoire,2016-03-10 12:00:00,2016-03-10 12:00:00,4.5,4.5,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,'---,NTU,409,"MAXXAM (CHEMEX) LABS ALBERTA INC., CALGARY, ALBERTA.",112660,,0.1,'---,,,,,,,,,,,,,,,,,4.5,,
gregoire,2016-07-20 12:00:00,2016-07-20 11:00:00,13.0,13.0,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,'---,NTU,409,"MAXXAM (CHEMEX) LABS ALBERTA INC., CALGARY, ALBERTA.",112405,,0.1,'---,,,,,,,,,,,,,,,,,13.0,,
gregoire,2016-09-21 12:00:00,2016-09-21 11:00:00,15.0,15.0,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,'---,NTU,409,"MAXXAM (CHEMEX) LABS ALBERTA INC., CALGARY, ALBERTA.",112207,,0.1,'---,,,,,,,,,,,,,,,,,15.0,,
gregoire,2017-03-15 12:00:00,2017-03-15 11:00:00,7.8,7.8,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,'---,NTU,409,"MAXXAM (CHEMEX) LABS ALBERTA INC., CALGARY, ALBERTA.",111901,,0.1,'---,,,,,,,,,,,,,,,,,7.8,,
gregoire,2014-07-10 12:00:00,2014-07-10 11:00:00,0.39,0.39,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,'---,µg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),107356,,2E-05,'---,,,,,,,,,,,,,,,,,,0.39,
gregoire,2014-09-07 12:00:00,2014-09-07 11:00:00,0.25,0.25,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,'---,µg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),107362,,2E-05,'---,,,,,,,,,,,,,,,,,,0.25,
gregoire,2015-03-02 12:00:00,2015-03-02 12:00:00,0.14,0.14,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,'---,µg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),107359,,2E-05,'---,,,,,,,,,,,,,,,,,,0.14,
gregoire,2016-03-10 12:00:00,2016-03-10 12:00:00,0.18,0.18,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,'---,µg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),112660,,2E-05,'---,,,,,,,,,,,,,,,,,,0.18,
gregoire,2016-07-20 12:00:00,2016-07-20 11:00:00,0.58,0.58,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,'---,µg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),112405,,2E-05,'---,,,,,,,,,,,,,,,,,,0.58,
gregoire,2016-09-21 12:00:00,2016-09-21 11:00:00,0.36,0.36,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,'---,µg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),112207,,2E-05,'---,,,,,,,,,,,,,,,,,,0.36,
gregoire,2017-03-15 12:00:00,2017-03-15 11:00:00,0.15,0.15,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,'---,µg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),111901,,2E-05,'---,,,,,,,,,,,,,,,,,,0.15,
gregoire,2014-07-10 12:00:00,2014-07-10 11:00:00,2.61,2.61,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,'---,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),107356,,1E-05,'---,,,,,,,,,,,,,,,,,,,2.61
gregoire,2014-09-07 12:00:00,2014-09-07 11:00:00,7.19,7.19,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,'---,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),107362,,1E-05,'---,,,,,,,,,,,,,,,,,,,7.19
gregoire,2015-03-02 12:00:00,2015-03-02 12:00:00,0.59,0.59,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,'---,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),107359,,1E-05,'---,,,,,,,,,,,,,,,,,,,0.59
gregoire,2016-03-10 12:00:00,2016-03-10 12:00:00,0.58,0.58,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,'---,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),112660,,1E-05,'---,,,,,,,,,,,,,,,,,,,0.58
gregoire,2016-07-20 12:00:00,2016-07-20 11:00:00,1.53,1.53,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,'---,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),112405,,1E-05,'---,,,,,,,,,,,,,,,,,,,1.53
gregoire,2016-09-21 12:00:00,2016-09-21 11:00:00,1.49,1.49,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,'---,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),112207,,1E-05,'---,,,,,,,,,,,,,,,,,,,1.49
gregoire,2017-03-15 12:00:00,2017-03-15 11:00:00,0.49,0.49,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,'---,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),111901,,1E-05,'---,,,,,,,,,,,,,,,,,,,0.49